start,end,today,consent,village_name,gvh_name,ta_name,farmer_gender,farmer_age,farmer_hoh,hoh_education,n_years_farming,own_livestock,own_livestock_animals,own_livestock_animals.cows,own_livestock_animals.chickens,own_livestock_animals.pigs,own_livestock_animals.goats,own_livestock_animals.sheep,own_livestock_animals.other,farming_main_income,household_main_income,n_acres_farm,n_acres_maize,source_water_farm,chem_fertilizer,chem_fertilizer_type,n_bags_npk,n_bags_npk_subsidized,price_bags_npk_nonsubsidized,price_bags_npk_subsidized,enough_bags_npk,n_bags_npk_desired,n_bags_npk_buying_next_year,n_bags_urea,n_bags_urea_subsidized,price_bags_urea_nonsubsidized,price_bags_urea_subsidized,enough_bags_urea,n_bags_urea_desired,n_bags_urea_buying_next_year,able_buy_bags_past,n_bags_maize_t1_season,n_bags_maize_t2_season,n_bags_maize_t3_season,fertilizer_comparison_5years,same_tool_for_fertilizer,single_tool_fertilizer,single_tool_fertilizer_other,tool_basal_fertilizer,tool_basal_fertilizer_other,tool_topdressing_fertilizer,tool_topdressing_fertilizer_other,timing_fertilizer,timing_fertilizer_mix_ntimes,timing_fertilizer_mix,timing_fertilizer_mix_other,place_fertilizer_mix,place_fertilizer_mix_other,ratio_fertilizer_mix_npk,ratio_fertilizer_mix_urea,timing_fertilizer_mix_t1,timing_fertilizer_mix_t1_other,place_fertilizer_mix_t1,place_fertilizer_mix_t1_other,ratio_fertilizer_mix_t1_npk,ratio_fertilizer_mix_t1_urea,timing_fertilizer_mix_t2,timing_fertilizer_mix_t2_other,place_fertilizer_mix_t2,place_fertilizer_mix_t2_other,ratio_fertilizer_mix_t2_npk,ratio_fertilizer_mix_t2_urea,timing_basal_fertilizer,timing_basal_fertilizer_other,place_basal_fertilizer,place_basal_fertilizer_other,timing_topdressing,timing_topdressing_other,place_topdressing,place_topdressing_other,basal_fertilizer_grams,topdressing_fertilizer_grams,know_recommended_tools,reason_no_use_scoop,reason_no_use_scoop_other,would_use_scoop_if_given,would_use_scoop_if_available,wtp_scoop,selling_points_scoop,selling_points_scoop_location,know_price_scoop,price_scoop,type_seed,n_seeds,planting_distance,ridges_distance,several_plants_emerging,intercropping,intercrop_type,intercrop_type_other,pesticide_use,fertilizer_subsidy_received,concern_fertilizer_removed,concern_fertilizer_removed_explain,fertilizer_programme_effective,fertilizer_programme_improvements,fertilizer_programme_improvements_explain,apply_org_fertilizer,origin_org_fertilizer,how_apply_org_fertilizer,challenges_org_fertilizer,type_challenges_org_fertilizer,type_challenges_org_fertilizer_other,sufficient_org_fertilizer,subsidies_org_fertilizer,health_soil_now,health_soil_t10,reasons_changes,suggestions_soil_improvement,final_comments,end_message,uuid
2024-07-30T08:13:12Z,2024-07-30T08:29:53Z,2024-07-30,Yes,David,Mwangata,Somba,Female,46,No,Primary,More than 5 years,Yes,goats,0,0,0,1,0,0,Yes,NA,2.5,2.5,Rain-fed,Yes,Both,1,1,NA,30000,No,2,2,1,0,65000,NA,No,2,2,No,3,2,5,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,12.5,9.7,Yes,Other,Hands are fast and i dont have the cups either,Yes,Yes,1500,No,NA,No,NA,Local variety,2 seeds,35,85,Yes,Yes,Pigeon Peas,NA,No,Yes,Not concerned at all,Because we will get used to it eventually,No,No,NA,Yes,Buying manure,Apply in planting stations before planting,Yes,Other,If they are not well processed they can destroy your crops,No,No,Very healthy,NA,Because application of manure,Burring crop remains waste,NA,NA,81b275f6-ba29-4b2e-9c02-6fe7713e6ba3
2024-07-30T08:34:49Z,2024-07-30T08:54:28Z,2024-07-30,Yes,David,Mwangata,Somba,Female,56,No,None,More than 5 years,Yes,cows chickens goats,1,1,0,1,0,0,Yes,NA,3.5,3.5,Rain-fed,Yes,Both,1,1,NA,15000,No,3,3,1,1,NA,15000,No,3,3,No,5,12,12,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,2,1,21 days after germination,NA,In the hole of the planting station,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other,I prefer hands,No,No,200,No,NA,No,NA,OPV (Open Pollinated Varieties),3 seeds,45,60,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Because its most affordable,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Other,My are from cows so they are effective the next year not the year i have applied them,No,No,Unhealthy,NA,Over the years its going down,Burry crops waste and make high ridges to prevent soil erosion,NA,NA,81206767-6c7e-4aa2-8a57-87a64e749c22
2024-07-30T08:56:55Z,2024-07-30T09:14:45Z,2024-07-30,Yes,David,Mwangata,Somba,Female,52,No,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,2,2,Rain-fed,Yes,Both,2,1,65000,15000,No,3,3,2,1,65000,15000,No,3,3,No,5,10,30,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the middle of two planting stations,NA,21 days after basal application,NA,In the middle of two planting stations,NA,11.399999999999999,6.300000000000001,Yes,Too expensive to buy,NA,Yes,Yes,1500,No,NA,No,NA,Hybrid,2 seeds,25,65,Yes,Yes,Groundnut,NA,No,Yes,Very concerned,Because its what we can afford,Yes,Not sure,NA,Yes,Buying manure,Apply in planting stations before planting,Yes,Other,"Measurement, if you put too much it destroys the crops",No,No,Healthy,NA,Because am able to produce yields every year,Block water to prevent soil erosion,NA,NA,05ce8112-5c65-4f93-9760-d22670750560
2024-07-30T09:17:04Z,2024-07-30T09:31:56Z,2024-07-30,Yes,David,Mwangata,Somba,Female,67,Yes,None,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2.5,2.5,Rain-fed,Yes,Both,0.4,0,40000,NA,No,2,2,3,0,24000,NA,No,2,2,Yes,2,10,15,Same,Yes,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At the same time,Once,Other,A month,In the hole of the planting station,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Too expensive to buy,NA,Yes,No,0,No,NA,No,NA,Local variety,2 seeds,40,80,Yes,Yes,Beans,NA,No,No,Not concerned at all,I don't benefit from that,No,No,NA,No,NA,NA,NA,NA,NA,No,No,Unhealthy,NA,It is usually subjected to soil erosion,No response,NA,NA,044f08a5-42ad-4dd0-8190-63e6008a0048
2024-07-30T09:34:30Z,2024-07-30T09:44:15Z,2024-07-30,Yes,David,Mwangata,Somba,Female,42,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,Yes,Both,1,0,60000,NA,No,2,2,1,0,60000,NA,No,2,2,No,7,10,12,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Once,Other,6 weeks,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Mine is just as good,NA,Yes,Yes,2000,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,35,65,No,Yes,Other,Vegetables,No,No,Very concerned,Because thus the one that is affordable,Yes,No,NA,No,NA,NA,NA,NA,NA,No,No,Healthy,NA,When we apply enough fertiliser i products more yields,Application of fertiliser,NA,NA,a50bba3c-7a8e-441b-ab11-3ff55176a9e9
2024-07-30T09:47:27Z,2024-07-30T10:02:37Z,2024-07-30,Yes,David,Mwangata,Somba,Female,42,No,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,3,3,Rain-fed,Yes,Both,1.5,0,70000,NA,No,2,2,1.5,0,70000,NA,No,2,2,Yes,7,15,22,Same,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,14 days after germination,NA,In the hole of the planting station,NA,2,1,Other,37 days,In the hole of the planting station,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Mine is just as good,NA,Yes,Yes,1000,No,NA,No,NA,OPV (Open Pollinated Varieties),2 seeds,40,90,Yes,Yes,Groundnut,NA,No,No,Not concerned at all,Because am able to buy on my own,No,No,NA,Yes,Buying manure,Apply in planting stations before planting,Yes,Other,Sometimes they destroys  crops,No,No,Healthy,NA,Am able to produce yields,Making box ridges to prevent soil erosion,NA,NA,520401b6-ff67-4246-a3e6-82ad2f948016
2024-07-30T10:06:55Z,2024-07-30T10:23:56Z,2024-07-30,Yes,David,Mwangata,Somba,Female,51,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1.5,1.5,Rain-fed,Yes,Both,1.5,0,120000,NA,Yes,NA,1.5,1.5,0,120000,NA,Yes,NA,1.5,Yes,1,7,26,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,12.5,5.599999999999998,No,Mine is just as good,NA,Yes,Yes,2000,No,NA,No,NA,Local variety,2 seeds,35,75,Yes,Yes,Pigeon Peas,NA,No,No,Not concerned at all,Never included,No,No,NA,Yes,Other,Apply in planting stations before planting,No,NA,NA,No,No,Healthy,NA,Because the maize is usually healthy,Applying manure,NA,NA,ae0db2b7-6612-4ac4-ba47-d749429257bf
2024-07-30T10:22:52Z,2024-07-30T10:55:16Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,42,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1.5,1.5,Rain-fed,Yes,Both,2,1,55000,15000,Yes,NA,2,2,1,55000,15000,Yes,NA,2,Yes,4,26,18,More,Yes,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 days after germination,NA,In the middle of two planting stations,NA,21 days after basal application,NA,In the middle of two planting stations,NA,8.8,6.300000000000001,No,Don't know where to buy one,NA,Yes,Yes,300,No,NA,No,NA,Hybrid,2 seeds,30,76,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,We cannot afford the other fertilizer,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,Yes,Not sure,Very healthy,NA,We harvest more if fertilizer is applied properly,Applying ash before planting,No,NA,3470f75c-e8a5-48af-bb6c-8b33916f6ab7
2024-07-30T07:47:19Z,2024-07-30T15:37:01Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,45,No,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),1,1,Rain-fed,Yes,Both,0.4,0,40000,NA,No,2,1,0.2,0,20000,NA,No,2,1,Yes,0.8,7,8,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the hole of the planting station,NA,3,3,14 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,300,No,NA,No,NA,Local variety,2 seeds,34.5,69.5,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,We depend on that fertilizer to us to cultivate,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,I do not harvest enough comparing with the size of the land,Applying manure and fertelizer,No,NA,f4db6198-bf56-4765-8ffb-73d7f468ce03
2024-07-30T08:05:01Z,2024-07-30T15:37:15Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,24,Yes,Secondary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,4,4,Both,Yes,Both,1,0,15000,NA,No,4,2.5,1,0,45000,NA,No,4,2,Yes,2,15,17,More,No,NA,NA,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,7 days after basal application,NA,In the middle of two planting stations,NA,6.899999999999999,4.899999999999999,No,Other,I have no idea,Yes,Yes,200,No,NA,No,NA,Hybrid,3 seeds,35,68,Yes,Yes,Beans,NA,No,Yes,Very concerned,Its very hard to buy a bag of fertilizer I can't not manage,Yes,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Yes,Very healthy,NA,If fertilizer is applied properly we manage to produce more,Applying manure,No,NA,9f278db0-72bb-4c09-ae4b-385c846fc2cf
2024-07-30T08:25:00Z,2024-07-30T15:37:24Z,2024-07-30,Yes,Blantyre,David,Nsomba,Male,20,No,Primary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2,2,Rain-fed,Yes,Both,1,0,55000,NA,No,3,NA,1,0,55000,NA,No,3,1,Yes,1,5,7,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,26.3,20.8,No,Other,I have no idea,Yes,No,300,No,NA,No,NA,Hybrid,3 seeds,39.5,90,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,Fertilizer is expensive therefore I can't manage,Not sure,Not sure,NA,Yes,Buying manure,Mix with chemical fertilizers and apply,No,NA,NA,No,Yes,Unhealthy,NA,I depend on fertilizer to yield more,Applying manure,No,NA,66b76b1b-db17-4c25-a853-c5d95388c5ae
2024-07-30T08:36:40Z,2024-07-30T15:37:32Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,47,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,5,5,Both,Yes,Both,0.6,0.5,22500,0,No,2,1,0.5,0,22500,NA,No,2,1,Yes,1,7,10,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,7 days after basal application,NA,In the hole of the planting station,NA,7.300000000000001,7.800000000000001,Yes,Mine is just as good,NA,Yes,Yes,450,No,NA,No,NA,Local variety,3 seeds,40,65,Yes,Yes,Beans,NA,No,No,Very concerned,Fertilizer is expensive,No,Yes,Involving chief when selecting names of people,Yes,Buying manure,Apply in planting stations before planting,No,NA,NA,No,Yes,Healthy,NA,"When every went well(rainfall,fertilizer and manure) we harvest alot",Applying manure,Thanking us for visiting them,NA,511ae9ae-8c69-4456-9279-5d59d5a56f25
2024-07-30T09:04:36Z,2024-07-30T15:37:45Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,41,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1.5,1.5,Both,Yes,Both,1,0,80000,NA,No,3,2,1,0,80000,NA,No,3,1,Yes,6,28,26,More,Yes,"Plastic bottle top of 330ml bottle (e.g., 330ml soft drink)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,9.2,5.599999999999998,Yes,Had one and lost it,NA,Yes,Yes,300,No,NA,No,NA,Hybrid,2 seeds,27.9,80,Yes,Yes,Groundnut,NA,No,No,Very concerned,Affordability,Not sure,Yes,Village head man should be involved so that it should reach those who are inneed,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Not able to buy/produce enough,NA,No,Yes,Very healthy,NA,It is sandy loam soil so it is good at absorbing water and circulation of air,Applying manure,No,Asking for our reason of visiting,f15ae14c-e6cf-44c8-89b6-c1b04146d0d0
2024-07-30T09:24:12Z,2024-07-30T15:37:53Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,30,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1,0,85000,NA,Yes,NA,2,1,0,85000,NA,No,1.5,2,No,6,25,19,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,20,19.7,Yes,Too expensive to buy,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,32,85,Yes,Yes,Pigeon Peas,NA,Yes,No,Very concerned,Its hard to buy fertilizer because of the prices,No,Yes,It be reaching the people who are poor,Yes,Buying compost from producers,Apply between the the ridges before making the ridges,Yes,Not able to buy/produce enough,NA,No,Yes,Very healthy,NA,When fertilizer is applied properly we manage to harvest enough comparing with the size of the land,Applying manure before planting,No,NA,a45b0eb4-5bd4-471d-879e-5a6506fa0d7f
2024-07-30T09:41:49Z,2024-07-30T15:38:05Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,23,No,Secondary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,3,3,Rain-fed,Yes,Both,2,1,55000,15000,Yes,NA,2,2,1,55000,15000,No,3,2,Yes,5,26,30,More,No,NA,NA,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,6.300000000000001,3.6999999999999993,No,Too expensive to buy,NA,Yes,Yes,350,No,NA,No,NA,Hybrid,3 seeds,44,70,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Affordability of buying fertilizer,Not sure,Not sure,NA,Yes,Manure from own livestock,Mix with chemical fertilizers and apply,No,NA,NA,No,Yes,Unhealthy,NA,It doesn't not produce more,Applying manure,No,NA,2b675056-e1d3-4d06-b60f-7562126464fd
2024-07-30T09:56:33Z,2024-07-30T15:38:13Z,2024-07-30,Yes,Blantyre,David,Nsomba,Female,48,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2.5,2.5,Rain-fed,Yes,Both,2,1,85000,15000,Yes,NA,2,2,1,85000,15000,Yes,NA,2,No,9,32,25,Same,Yes,"Plastic bottle top of 330ml bottle (e.g., 330ml soft drink)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,11.3,6.5,Yes,Don't know where to buy one,NA,Yes,Yes,400,No,NA,No,NA,Hybrid,2 seeds,34,64,Yes,Yes,Beans,NA,No,Yes,Very concerned,Cannot afford to buy all fertilizer without coupons,Not sure,Not sure,NA,Yes,Buying manure,Apply in planting stations before planting,No,NA,NA,No,Yes,Very healthy,NA,We harvest more if everything is properly applied,Applying manure,No,NA,31b14ce3-afe4-4b43-9e09-12c0b0ffdfe5
2024-07-29T09:08:22Z,2024-07-30T17:50:37Z,2024-07-29,Yes,Chunga,Mwangata,Nsomba,Female,20,Yes,Primary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),0.5,0.5,Rain-fed,Yes,Both,0.4,0.4,NA,15000,Yes,NA,2,1,1,NA,15000,Yes,NA,1,No,15,12,0,Not sure,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,1,1,21 days after germination,NA,In the middle of two planting stations,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Mine is just as good,NA,Yes,Yes,500,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,35,88,Yes,Yes,Beans,NA,No,Yes,Very concerned,I rely on subsidies,Yes,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Not sure,Healthy,NA,Not sure,Apply manure,NA,NA,6003b00e-61ac-4377-a7c6-f9b5146b2ddd
2024-07-29T09:41:21Z,2024-07-30T17:50:41Z,2024-07-29,Yes,Chunga,Mwangata,Somba,Female,40,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,1,5,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Had one and lost it,NA,Yes,No,200,No,NA,No,NA,OPV (Open Pollinated Varieties),2 seeds,46,81,No,Yes,Pigeon Peas,NA,No,No,Very concerned,Subsidies make buying fertilizer possible,No,Yes,It does not reach all people that need it,No,NA,NA,NA,NA,NA,No,Not sure,Unhealthy,NA,No yield without applying fertilizer,Burying cleared plants in the field before making ridges,NA,NA,1729ae4d-2dfc-4a22-8614-ee66623357c4
2024-07-29T09:57:07Z,2024-07-30T17:50:46Z,2024-07-29,Yes,Chunga,Mwangata,Somba,Female,29,Yes,Primary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,2,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,34,83,Yes,Yes,Pigeon Peas,NA,No,No,Neutral,Neve been a beneficiary of the program,No,Yes,It should reach more people,No,NA,NA,NA,NA,NA,No,Yes,Unhealthy,NA,The soil needs fertilizer for crops to give a yield,Use manure,NA,NA,5ff36061-e53c-4222-af57-b0bef12cc820
2024-07-29T10:35:35Z,2024-07-30T17:50:50Z,2024-07-29,Yes,Chunga,Nkwapatila,Somba,Male,23,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.8,0.8,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,2,3.5,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,300,No,NA,No,NA,OPV (Open Pollinated Varieties),2 seeds,33,79,No,No,NA,NA,No,No,Very concerned,It makes purchasing fertilizer somewhat affordable,No,Yes,It reaches very few people,No,NA,NA,NA,NA,NA,No,Yes,Unhealthy,NA,Without fertilizer there is no harvest,Use manure,NA,NA,3afd1fe9-0a79-4e2e-b967-cb1907cca716
2024-07-29T12:04:08Z,2024-07-30T17:50:54Z,2024-07-29,Yes,Mkwapatila,Mkwapatila,Somba,Female,65,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1.5,1.5,Rain-fed,Yes,Both,0.5,0.5,NA,15000,No,3,2,1,1,NA,15000,No,2,2,No,5,10,15,Not sure,Yes,Teaspoon,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,Other,Knee high,In the middle of two planting stations,NA,5,4.299999999999999,Yes,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Hybrid,1 seed,29,76,Yes,Yes,Pigeon Peas,NA,No,Yes,Neutral,Many people do not get to benefit,No,Yes,Many needy people are left out,No,NA,NA,NA,NA,NA,No,Yes,Unhealthy,NA,It needs alot of fertilizer,Apply fertilizer,NA,NA,d40b87a3-cba8-404e-9b03-252579296d43
2024-07-29T12:54:09Z,2024-07-30T17:50:57Z,2024-07-29,Yes,Mkwapatila,Mkwapatila,Somba,Male,58,Yes,Secondary,More than 5 years,Yes,chickens other,0,1,0,0,0,1,No,Remittances,1.5,1.5,Rain-fed,Yes,Both,1,1,NA,15000,No,2,2,1,1,NA,15000,No,2,2,No,6,18,22,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after planting,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,10,6.699999999999999,No,Other,Don't know about them,Yes,Yes,300,No,NA,No,NA,Hybrid,2 seeds,36,82,No,Yes,Other,Black eyed peas,No,Yes,Concerned,Am used to buying at discount price,No,Not sure,NA,No,NA,NA,NA,NA,NA,Yes,Not sure,Healthy,NA,It keep moisture,Apply manure,Thieves took away a significant amount of the harvest,NA,5f4dba59-4d49-481a-adcc-333f96242f3e
2024-07-29T13:46:53Z,2024-07-30T17:51:00Z,2024-07-29,Yes,Mkwapatila,Mkwapatila,Somba,Male,42,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1.5,1.5,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,8,6,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Simply do not know them,Yes,Yes,200,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,27,74,Yes,Yes,Pigeon Peas,NA,No,No,Neutral,It is not reliable,No,Yes,It should be certain that you will benefit,No,NA,NA,NA,NA,NA,Yes,Yes,Moderately healthy,NA,We have to use fertilizer to get some harvest,Not sure,Subsidy fertilizer also comes late,NA,d803f8a6-0e59-42e7-b74d-2d6bb8d281b2
